arxiv_id,title,source_group,motivation,angle,subproblem,solution_family,method_name,one_liner,method_figure,pdf_path,code_url,code_status,tags
2011.12948,Nerfies: Deformable Neural Radiance Fields,curated-pre2026,动态场景与 4D 重建,表示/几何角度,提升几何一致性/表面质量,NeRF/辐射场/体渲染,Nerfies,Nerfies 针对「提升几何一致性/表面质量」，从「表示/几何角度」切入，主要采用「NeRF/辐射场/体渲染」来服务「动态场景与 4D 重建」。,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2011.12948_Nerfies.png,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2021_Nerfies_Deformable_Neural_Radiance_Fields_2011.12948.pdf,https://github.com/google/nerfies,code_link_found_not_audited,"Codex:3D-Reconstruction, Codex:3D4D-Reconstruction"
2112.00724,RegNeRF: Regularizing Neural Radiance Fields for View Synthesis from Sparse Inputs,curated-pre2026,多视角几何/表面/场景重建,表示/几何角度,提升几何一致性/表面质量,NeRF/辐射场/体渲染,RegNeRF,RegNeRF 针对「提升几何一致性/表面质量」，从「表示/几何角度」切入，主要采用「NeRF/辐射场/体渲染」来服务「多视角几何/表面/场景重建」。,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2112.00724_RegNeRF.png,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2021_RegNeRF_Regularizing_Neural_Radiance_Fields_for_View_Synthesis_from_Sparse_Inputs_2112.00724.pdf,https://github.com/google/mipnerf,code_link_found_not_audited,"Codex:3D-Reconstruction, Codex:3D4D-Reconstruction"
2106.12052,Volume Rendering of Neural Implicit Surfaces,curated-pre2026,多视角几何/表面/场景重建,表示/几何角度,提升几何一致性/表面质量,SDF/隐式表面/网格/点云,Volume Rendering of Neural Implicit Surfaces,Volume Rendering of Neural Implicit Surfaces 针对「提升几何一致性/表面质量」，从「表示/几何角度」切入，主要采用「SDF/隐式表面/网格/点云」来服务「多视角几何/表面/场景重建」。,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2106.12052_Volume_Rendering_of_Neural_Implicit_Surfaces.png,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2021_Volume_Rendering_of_Neural_Implicit_Surfaces_2106.12052.pdf,https://github.com/yenchenlin/nerf-pytorch/,code_link_found_not_audited,Codex:3D4D-Reconstruction
2108.10869,"DROID-SLAM: Deep Visual SLAM for Monocular, Stereo, and RGB-D Cameras",curated-pre2026,稀疏/单目/少视角 3D 重建,训练/监督角度,解决稀疏视角几何不稳定,SLAM / pose graph / online mapping pipeline,DROID-SLAM,DROID-SLAM 针对「解决稀疏视角几何不稳定」，从「训练/监督角度」切入，主要采用「SLAM / pose graph / online mapping pipeline」来服务「稀疏/单目/少视角 3D 重建」。,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2108.10869_DROID-SLAM.png,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2022_DROID_SLAM_Deep_Visual_SLAM_for_Monocular_Stereo_and_RGB_D_Cameras_2108.10869.pdf,https://github.com/princeton-vl/DROID-SLAM,code_link_found_not_audited,"Codex:3D-Reconstruction, Codex:3D4D-Reconstruction"
2111.12077,Mip-NeRF 360: Unbounded Anti-Aliased Neural Radiance Fields,curated-pre2026,多视角几何/表面/场景重建,表示/几何角度,提升几何一致性/表面质量,NeRF/辐射场/体渲染,Mip-NeRF 360,Mip-NeRF 360 针对「提升几何一致性/表面质量」，从「表示/几何角度」切入，主要采用「NeRF/辐射场/体渲染」来服务「多视角几何/表面/场景重建」。,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2111.12077_Mip-NeRF_360.png,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2022_Mip_NeRF_360_Unbounded_Anti_Aliased_Neural_Radiance_Fields_2111.12077.pdf,http://github.com/google-research/google-research/tree/master/jaxnerf,code_link_found_not_audited,"Codex:3D-Reconstruction, Codex:3D4D-Reconstruction"
2112.12130,NICE-SLAM: Neural Implicit Scalable Encoding for SLAM,curated-pre2026,实时/大规模/高效 3D 表示,训练/监督角度,接入 SLAM/机器人闭环系统,SLAM / pose graph / online mapping pipeline,NICE-SLAM,NICE-SLAM 针对「接入 SLAM/机器人闭环系统」，从「训练/监督角度」切入，主要采用「SLAM / pose graph / online mapping pipeline」来服务「实时/大规模/高效 3D 表示」。,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2112.12130_NICE-SLAM.png,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2022_NICE_SLAM_Neural_Implicit_Scalable_Encoding_for_SLAM_2112.12130.pdf,https://github.com/cvg/nice-slam,code_link_found_not_audited,Codex:3D4D-Reconstruction
2103.02597,Neural 3D Video Synthesis from Multi-view Video,curated-pre2026,动态场景与 4D 重建,时空/动态角度,建模运动/形变/时间一致性,Pruning / compression / progressive coding,Neural 3D Video Synthesis from Multi-view Video,Neural 3D Video Synthesis from Multi-view Video 针对「建模运动/形变/时间一致性」，从「时空/动态角度」切入，主要采用「Pruning / compression / progressive coding」来服务「动态场景与 4D 重建」。,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2103.02597_Neural_3D_Video_Synthesis_from_Multi-view_Video.png,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2022_Neural_3D_Video_Synthesis_from_Multi_view_Video_2103.02597.pdf,https://github.com/facebookresearch/Neural_3D_Video,code_link_found_not_audited,"Codex:3D-Reconstruction, Codex:3D4D-Reconstruction"
2201.05989,Instant Neural Graphics Primitives with a Multiresolution Hash Encoding,curated-pre2026,动态场景与 4D 重建,内存/存储角度,降低显存/存储/模型体积,Pruning / compression / progressive coding,本文方法,本文方法 针对「降低显存/存储/模型体积」，从「内存/存储角度」切入，主要采用「Pruning / compression / progressive coding」来服务「动态场景与 4D 重建」。,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2201.05989_paper.png,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2022_Instant_Neural_Graphics_Primitives_with_a_Multiresolution_Hash_Encoding_2201.05989.pdf,https://github.com/NVlabs/instant-ngp,code_link_found_not_audited,Codex:3D4D-Reconstruction
2205.15285,Fast Dynamic Radiance Fields with Time-Aware Neural Voxels,curated-pre2026,动态场景与 4D 重建,时空/动态角度,建模运动/形变/时间一致性,Motion decomposition / canonical space / deformation,Time-Aware,Time-Aware 针对「建模运动/形变/时间一致性」，从「时空/动态角度」切入，主要采用「Motion decomposition / canonical space / deformation」来服务「动态场景与 4D 重建」。,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2205.15285_Time-Aware.png,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2022_Fast_Dynamic_Radiance_Fields_with_Time_Aware_Neural_Voxels_2205.15285.pdf,,code_link_found_not_audited,"Codex:3D-Reconstruction, Codex:3D4D-Reconstruction"
2209.14988,DreamFusion: Text-to-3D using 2D Diffusion,curated-pre2026,生成式 3D/4D 内容与仿真,训练/监督角度,建模运动/形变/时间一致性,NeRF/辐射场/体渲染,DreamFusion,DreamFusion 针对「建模运动/形变/时间一致性」，从「训练/监督角度」切入，主要采用「NeRF/辐射场/体渲染」来服务「生成式 3D/4D 内容与仿真」。,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2209.14988_DreamFusion.png,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2022_DreamFusion_Text_to_3D_using_2D_Diffusion_2209.14988.pdf,https://github.com/google-research/multinerf,code_link_found_not_audited,"Codex:3D-Reconstruction, Codex:3D4D-Reconstruction"
2206.00665,MonoSDF: Exploring Monocular Geometric Cues for Neural Implicit Surface Reconstruction,curated-pre2026,多视角几何/表面/场景重建,表示/几何角度,提升几何一致性/表面质量,SDF/隐式表面/网格/点云,MonoSDF,MonoSDF 针对「提升几何一致性/表面质量」，从「表示/几何角度」切入，主要采用「SDF/隐式表面/网格/点云」来服务「多视角几何/表面/场景重建」。,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2206.00665_MonoSDF.png,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2022_MonoSDF_Exploring_Monocular_Geometric_Cues_for_Neural_Implicit_Surface_Reconstruction_2206.00665.pdf,https://github.com/autonomousvision/monosdf,code_link_found_not_audited,"Codex:3D-Reconstruction, Codex:3D4D-Reconstruction"
2106.10689,NeuS: Learning Neural Implicit Surfaces by Volume Rendering for Multi-view Reconstruction,curated-pre2026,多视角几何/表面/场景重建,表示/几何角度,提升几何一致性/表面质量,SDF/隐式表面/网格/点云,NeuS,NeuS 针对「提升几何一致性/表面质量」，从「表示/几何角度」切入，主要采用「SDF/隐式表面/网格/点云」来服务「多视角几何/表面/场景重建」。,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2106.10689_NeuS.png,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2023_NeuS_Learning_Neural_Implicit_Surfaces_by_Volume_Rendering_for_Multi_view_Reconstruction_2106.10689.pdf,,no_code_link_found,"Codex:3D-Reconstruction, Codex:3D4D-Reconstruction"
2303.11328,Zero-1-to-3: Zero-shot One Image to 3D Object,curated-pre2026,稀疏/单目/少视角 3D 重建,训练/监督角度,解决稀疏视角几何不稳定,Pruning / compression / progressive coding,Zero-1-to-3,Zero-1-to-3 针对「解决稀疏视角几何不稳定」，从「训练/监督角度」切入，主要采用「Pruning / compression / progressive coding」来服务「稀疏/单目/少视角 3D 重建」。,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2303.11328_Zero-1-to-3.png,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2023_Zero_1_to_3_Zero_shot_One_Image_to_3D_Object_2303.11328.pdf,https://github.com/allenai/objaverse-rendering,code_link_found_not_audited,"Codex:3D-Reconstruction, Codex:3D4D-Reconstruction"
2301.10241,"K-Planes: Explicit Radiance Fields in Space, Time, and Appearance",curated-pre2026,动态场景与 4D 重建,时空/动态角度,建模运动/形变/时间一致性,SLAM / pose graph / online mapping pipeline,K-Planes,K-Planes 针对「建模运动/形变/时间一致性」，从「时空/动态角度」切入，主要采用「SLAM / pose graph / online mapping pipeline」来服务「动态场景与 4D 重建」。,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2301.10241_K-Planes.png,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2023_K_Planes_Explicit_Radiance_Fields_in_Space_Time_and_Appearance_2301.10241.pdf,https://github.com/sarafridov/K-Planes,code_link_found_not_audited,"Codex:3D-Reconstruction, Codex:3D4D-Reconstruction"
2301.09632,HexPlane: A Fast Representation for Dynamic Scenes,curated-pre2026,实时/大规模/高效 3D 表示,训练/监督角度,建模运动/形变/时间一致性,NeRF/辐射场/体渲染,HexPlane,HexPlane 针对「建模运动/形变/时间一致性」，从「训练/监督角度」切入，主要采用「NeRF/辐射场/体渲染」来服务「实时/大规模/高效 3D 表示」。,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2301.09632_HexPlane.png,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2023_HexPlane_A_Fast_Representation_for_Dynamic_Scenes_2301.09632.pdf,https://github.com/Caoang327/HexPlane,code_link_found_not_audited,Codex:3D4D-Reconstruction
2308.04079,3D Gaussian Splatting for Real-Time Radiance Field Rendering,curated-pre2026,实时/大规模/高效 3D 表示,计算角度,减少优化/采样/渲染步骤,Gaussian Splatting 表示与正则化,Real-Time,Real-Time 针对「减少优化/采样/渲染步骤」，从「计算角度」切入，主要采用「Gaussian Splatting 表示与正则化」来服务「实时/大规模/高效 3D 表示」。,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2308.04079_Real-Time.png,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2023_3D_Gaussian_Splatting_for_Real_Time_Radiance_Field_Rendering_2308.04079.pdf,,code_link_found_not_audited,"Codex:3D-Reconstruction, Codex:3D4D-Reconstruction"
2308.09713,Dynamic 3D Gaussians: Tracking by Persistent Dynamic View Synthesis,curated-pre2026,动态场景与 4D 重建,时空/动态角度,建模运动/形变/时间一致性,Motion decomposition / canonical space / deformation,Dynamic 3D Gaussians,Dynamic 3D Gaussians 针对「建模运动/形变/时间一致性」，从「时空/动态角度」切入，主要采用「Motion decomposition / canonical space / deformation」来服务「动态场景与 4D 重建」。,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2308.09713_Dynamic_3D_Gaussians.png,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2023_Dynamic_3D_Gaussians_Tracking_by_Persistent_Dynamic_View_Synthesis_2308.09713.pdf,https://github.com/JonathonLuiten/Dynamic3DGaussians,code_link_found_not_audited,"Codex:3D-Reconstruction, Codex:3D4D-Reconstruction, Codex:4D-Reconstruction"
2310.11448,4K4D: Real-Time 4D View Synthesis at 4K Resolution,curated-pre2026,实时/大规模/高效 3D 表示,时空/动态角度,建模运动/形变/时间一致性,SLAM / pose graph / online mapping pipeline,4K4D,4K4D 针对「建模运动/形变/时间一致性」，从「时空/动态角度」切入，主要采用「SLAM / pose graph / online mapping pipeline」来服务「实时/大规模/高效 3D 表示」。,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2310.11448_4K4D.png,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2023_4K4D_Real_Time_4D_View_Synthesis_at_4K_Resolution_2310.11448.pdf,https://github.com/zju3dv/4K4D,code_link_found_not_audited,Codex:3D4D-Reconstruction
2309.13101,Deformable 3D Gaussians for High-Fidelity Monocular Dynamic Scene Reconstruction,curated-pre2026,动态场景与 4D 重建,时空/动态角度,建模运动/形变/时间一致性,Motion decomposition / canonical space / deformation,High-Fidelity,High-Fidelity 针对「建模运动/形变/时间一致性」，从「时空/动态角度」切入，主要采用「Motion decomposition / canonical space / deformation」来服务「动态场景与 4D 重建」。,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2309.13101_High-Fidelity.png,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2023_Deformable_3D_Gaussians_for_High_Fidelity_Monocular_Dynamic_Scene_Reconstruction_2309.13101.pdf,https://github.com/ingra14m/Deformable-3D-Gaussians,code_link_found_not_audited,"Codex:3D-Reconstruction, Codex:3D4D-Reconstruction, Codex:4D-Reconstruction"
2402.05054,LGM: Large Multi-View Gaussian Model for High-Resolution 3D Content Creation,curated-pre2026,生成式 3D/4D 内容与仿真,计算角度,减少优化/采样/渲染步骤,SLAM / pose graph / online mapping pipeline,LGM,LGM 针对「减少优化/采样/渲染步骤」，从「计算角度」切入，主要采用「SLAM / pose graph / online mapping pipeline」来服务「生成式 3D/4D 内容与仿真」。,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2402.05054_LGM.png,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2024_LGM_Large_Multi_View_Gaussian_Model_for_High_Resolution_3D_Content_Creation_2402.05054.pdf,,code_link_found_not_audited,Codex:3D4D-Reconstruction
2312.16812,Spacetime Gaussian Feature Splatting for Real-Time Dynamic View Synthesis,curated-pre2026,动态场景与 4D 重建,时空/动态角度,建模运动/形变/时间一致性,Motion decomposition / canonical space / deformation,Real-Time,Real-Time 针对「建模运动/形变/时间一致性」，从「时空/动态角度」切入，主要采用「Motion decomposition / canonical space / deformation」来服务「动态场景与 4D 重建」。,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2312.16812_Real-Time.png,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/pdfs/2024_Spacetime_Gaussian_Feature_Splatting_for_Real_Time_Dynamic_View_Synthesis_2312.16812.pdf,https://github.com/oppo-us-research/SpacetimeGaussians,code_link_found_not_audited,"Codex:3D-Reconstruction, Codex:3D4D-Reconstruction, Codex:4D-Reconstruction"
