arxiv_id,title,figure_status,image_size,method_figure
2601.0166,Animated 3DGS Avatars in Diverse Scenes with Consistent Lighting and Shadows,extracted_embedded_figure,900x364,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.01660_paper.png
2601.01431,EdgeNeRF: Edge-Guided Regularization for Neural Radiance Fields from Sparse Views,extracted_embedded_figure,900x452,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.01431_EdgeNeRF.png
2601.01386,ParkGaussian: Surround-view 3D Gaussian Splatting for Autonomous Parking,extracted_embedded_figure,900x276,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.01386_ParkGaussian.png
2601.00939,ShadowGS: Shadow-Aware 3D Gaussian Splatting for Satellite Imagery,extracted_embedded_figure,900x294,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.00939_ShadowGS.png
2601.02102,360-GeoGS: Geometrically Consistent Feed-Forward 3D Gaussian Splatting Reconstruction for 360 Images,extracted_embedded_figure,900x368,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.02102_360-GeoGS.png
2601.01847,ESGaussianFace: Emotional and Stylized Audio-Driven Facial Animation via 3D Gaussian Splatting,extracted_embedded_figure,900x900,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.01847_ESGaussianFace.png
2601.02339,Joint Semantic and Rendering Enhancements in 3D Gaussian Modeling with Anisotropic Local Encoding,placeholder_or_no_embedded_method_figure,900x520,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.02339_paper.png
2601.02072,SketchRodGS: Sketch-based Extraction of Slender Geometries for Animating Gaussian Splatting Scenes,extracted_embedded_figure,900x540,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.02072_SketchRodGS.png
2601.032,A High-Fidelity Digital Twin for Robotic Manipulation Based on 3D Gaussian Splatting,extracted_embedded_figure,900x257,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.03200_High-Fidelity.png
2601.03319,CaricatureGS: Exaggerating 3D Gaussian Splatting Faces With Gaussian Curvature,extracted_embedded_figure,900x834,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.03319_CaricatureGS.png
2601.03357,RelightAnyone: A Generalized Relightable 3D Gaussian Head Model,extracted_embedded_figure,900x197,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.03357_RelightAnyone.png
2601.03782,PointWorld: Scaling 3D World Models for In-The-Wild Robotic Manipulation,extracted_embedded_figure,575x1255,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.03782_PointWorld.png
2601.04348,SCAR-GS: Spatial Context Attention for Residuals in Progressive Gaussian Splatting,extracted_embedded_figure,900x419,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.04348_SCAR-GS.png
2601.03517,Semantic Belief-State World Model for 3D Human Motion Prediction,placeholder_or_no_embedded_method_figure,900x520,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.03517_Belief-State.png
2601.05116,From Rays to Projections: Better Inputs for Feed-Forward View Synthesis,extracted_embedded_figure,900x241,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.05116_From_Rays_to_Projections.png
2601.05251,Mesh4D: 4D Mesh Reconstruction and Tracking from Monocular Video,extracted_embedded_figure,900x540,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.05251_Mesh4D.png
2601.05368,MOSAIC-GS: Monocular Scene Reconstruction via Advanced Initialization for Complex Dynamic Environments,extracted_embedded_figure,360x480,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.05368_MOSAIC-GS.png
2601.05653,EvoQRE: Modeling Bounded Rationality in Safety-Critical Traffic Simulation via Evolutionary Quantal Response Equilibrium,placeholder_or_no_embedded_method_figure,900x520,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.05653_EvoQRE.png
2601.05584,GS-DMSR: Dynamic Sensitive Multi-scale Manifold Enhancement for Accelerated High-Quality 3D Gaussian Splatting,extracted_embedded_figure,900x498,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.05584_GS-DMSR.png
2601.05853,LayerGS: Decomposition and Inpainting of Layered 3D Human Avatars via 2D Gaussian Splatting,extracted_embedded_figure,900x454,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.05853_LayerGS.png
2601.06285,NAS-GS: Noise-Aware Sonar Gaussian Splatting,extracted_embedded_figure,900x485,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.06285_NAS-GS.png
2601.05722,Rotate Your Character: Revisiting Video Diffusion Models for High-Quality 3D Character Generation,extracted_embedded_figure,512x512,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.05722_Rotate_Your_Character.png
2601.11617,PointSLAM++: Robust Dense Neural Gaussian Point Cloud-based SLAM,extracted_embedded_figure,900x529,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.11617_PointSLAM.png
2601.06839,PRISM: Color-Stratified Point Cloud Sampling,placeholder_or_no_embedded_method_figure,900x520,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.06839_PRISM.png
2601.01705,Explicit World Models for Reliable Human-Robot Collaboration,placeholder_or_no_embedded_method_figure,900x520,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.01705_Human-Robot.png
2601.07484,R3-RECON: Radiance-Field-Free Active Reconstruction via Renderability,extracted_embedded_figure,900x900,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.07484_R3-RECON.png
2601.05394,Sketch&Patch++: Efficient Structure-Aware 3D Gaussian Representation,extracted_embedded_figure,900x599,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.05394_Sketch_Patch.png
2601.07823,"Video Generation Models in Robotics -- Applications, Research Challenges, Future Directions",extracted_embedded_figure,900x900,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.07823_paper.png
2601.08371,Geo-NVS-w: Geometry-Aware Novel View Synthesis In-the-Wild with an SDF Renderer,extracted_embedded_figure,900x680,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.08371_Geo-NVS-w.png
2601.08832,RAVEN: Erasing Invisible Watermarks via Novel View Synthesis,extracted_embedded_figure,512x512,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.08832_RAVEN.png
2601.09697,Efficient Camera-Controlled Video Generation of Static Scenes via Sparse Diffusion and 3D Rendering,extracted_embedded_figure,900x553,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.09697_Camera-Controlled.png
2601.09452,MAD: Motion Appearance Decoupling for efficient Driving World Models,extracted_embedded_figure,510x351,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.09452_MAD.png
2601.09665,SCE-SLAM: Scale-Consistent Monocular SLAM via Scene Coordinate Embeddings,extracted_embedded_figure,900x673,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.09665_SCE-SLAM.png
2601.09499,V-DPM: 4D Video Reconstruction with Dynamic Point Maps,extracted_embedded_figure,900x396,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.09499_V-DPM.png
2601.03869,Bayesian Monocular Depth Refinement via Neural Radiance Fields,extracted_embedded_figure,900x476,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.03869_paper.png
2601.00705,RGS-SLAM: Robust Gaussian Splatting SLAM with One-Shot Dense Initialization,extracted_embedded_figure,900x449,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.00705_RGS-SLAM.png
2601.10716,WildRayZer: Self-supervised Large View Synthesis in Dynamic Environments,extracted_embedded_figure,264x264,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.10716_WildRayZer.png
2601.1103,IDDR-NGP: Incorporating Detectors for Distractor Removal with Instant Neural Radiance Field,extracted_embedded_figure,900x675,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.11030_IDDR-NGP.png
2601.12122,Active Semantic Mapping of Horticultural Environments Using Gaussian Splatting,extracted_embedded_figure,900x487,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.12122_paper.png
2601.12277,An Efficient and Multi-Modal Navigation System with One-Step World Model,extracted_embedded_figure,900x385,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.12277_Multi-Modal.png
2601.12481,NeuralFur: Animal Fur Reconstruction From Multi-View Images,extracted_embedded_figure,900x773,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.12481_NeuralFur.png
2601.04754,ProFuse: Efficient Cross-View Context Fusion for Open-Vocabulary 3D Gaussian Splatting,extracted_embedded_figure,900x448,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.04754_ProFuse.png
2601.03024,SA-ResGS: Self-Augmented Residual 3D Gaussian Splatting for Next Best View Selection,extracted_embedded_figure,900x583,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.03024_SA-ResGS.png
2601.12257,Soft Shadow Diffusion (SSD): Physics-inspired Learning for 3D Computational Periscopy,extracted_embedded_figure,900x510,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.12257_Soft_Shadow_Diffusion_SSD.png
2601.13132,GaussExplorer: 3D Gaussian Splatting for Embodied Exploration and Reasoning,extracted_embedded_figure,640x452,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.13132_GaussExplorer.png
2601.1277,Generalizable and Animatable 3D Full-Head Gaussian Avatar from a Single Image,extracted_embedded_figure,441x486,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.12770_Full-Head.png
2601.04984,OceanSplat: Object-aware Gaussian Splatting with Trinocular View Consistency for Underwater Scene Reconstruction,extracted_embedded_figure,900x797,/Volumes/UBag/Documents/l40server_mirror/lyra/Lyra-2/paper_collection_3d4d_reconstruction_2026_04_26/boardmix_mindmap/method_figures/2601.04984_OceanSplat.png
